,name,rating,reviews,company_type,headquarters,old,employees
1331,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
1332,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
1333,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
1334,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
1335,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
1336,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
1337,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
1338,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
1339,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
1340,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
1341,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
1342,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
1343,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
1344,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
1345,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
1346,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
1347,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
1348,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
1349,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
1350,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
1351,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
1352,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
1353,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
1354,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
1355,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
1356,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
1357,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
1358,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
1359,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
1360,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
1361,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
1362,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
1363,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
1364,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
1365,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
1366,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
1367,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
1368,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
1369,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
1370,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
1371,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
1372,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
1373,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
1374,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
1375,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
1376,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
1377,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
1378,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
1379,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
1380,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
1381,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
1382,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
1383,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
1384,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
1385,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
1386,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
1387,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
1388,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
1389,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
1390,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
1391,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
1392,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
1393,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
1394,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
1395,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
1396,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
1397,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
1398,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
1399,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
1400,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
1401,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
1402,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
1403,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
1404,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
1405,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
1406,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
1407,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
1408,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
1409,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
1410,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
1411,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
1412,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
1413,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
1414,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
1415,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
1416,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
1417,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
1418,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
1419,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
1420,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
1421,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
1422,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
1423,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
1424,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
1425,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
1426,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
1427,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
1428,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
1429,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
1430,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
1431,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
1432,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
1433,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
1434,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
1435,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
1436,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
1437,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
1438,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
1439,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
1440,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
1441,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
1442,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
1443,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
1444,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
1445,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
1446,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
1447,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
1448,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
1449,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
1450,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
1451,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
1452,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
1453,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
1454,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
1455,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
1456,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
1457,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
1458,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
1459,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
1460,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
1461,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
1462,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
1463,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
1464,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
1465,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
1466,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
1467,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
1468,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
1469,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
1470,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
1471,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
1472,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
1473,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
1474,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
1475,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
1476,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
1477,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
1478,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
1479,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
1480,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
1481,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
1482,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
1483,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
1484,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
1485,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
1486,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
1487,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
1488,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
1489,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
1490,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
1491,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
1492,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
1493,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
1494,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
1495,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
1496,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
1497,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
1498,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
1499,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
