,name,rating,reviews,company_type,headquarters,old,employees
669,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
670,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
671,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
672,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
673,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
674,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
675,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
676,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
677,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
678,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
679,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
680,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
681,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
682,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
683,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
684,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
685,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
686,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
687,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
688,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
689,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
690,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
691,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
692,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
693,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
694,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
695,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
696,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
697,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
698,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
699,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
700,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
701,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
702,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
703,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
704,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
705,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
706,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
707,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
708,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
709,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
710,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
711,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
712,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
713,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
714,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
715,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
716,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
717,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
718,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
719,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
720,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
721,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
722,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
723,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
724,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
725,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
726,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
727,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
728,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
729,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
730,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
731,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
732,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
733,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
734,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
735,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
736,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
737,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
738,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
739,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
740,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
741,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
742,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
743,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
744,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
745,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
746,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
747,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
748,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
749,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
750,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
751,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
752,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
753,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
754,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
755,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
756,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
757,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
758,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
759,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
760,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
761,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
762,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
763,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
764,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
765,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
766,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
767,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
768,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
769,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
770,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
771,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
772,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
773,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
774,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
775,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
776,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
777,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
778,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
779,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
780,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
781,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
782,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
783,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
784,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
785,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
786,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
787,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
788,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
789,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
790,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
791,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
792,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
793,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
794,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
795,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
796,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
797,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
798,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
799,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
800,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
801,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
802,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
803,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
804,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
805,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
806,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
807,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
808,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
809,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
810,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
811,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
812,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
813,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
814,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
815,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
816,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
817,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
818,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
819,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
820,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
821,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
822,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
823,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
824,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
825,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
826,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
827,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
828,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
829,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
830,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
831,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
832,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
833,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
834,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
835,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
836,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
837,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
838,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
839,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
840,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
841,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
842,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
843,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
844,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
845,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
846,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
847,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
848,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
849,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
850,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
851,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
852,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
853,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
854,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
855,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
856,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
857,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
858,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
859,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
860,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
861,Deloitte,4.0,(11.7k Reviews),Private,"London,United Kingdom + 138 more",178 years old,50k-1 Lakh Employees (India)
862,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,"Mumbai,Maharashtra + 500 more",20 years old,10k-50k Employees (India)
863,BYJU'S,3.2,(11.3k Reviews),Private,"Bangalore,Karnataka + 282 more",12 years old,1k-5k Employees (India)
864,Reliance Industr...,4.0,(11k Reviews),Public,"Navi Mumbai,Maharashtra + 557 more",50 years old,1 Lakh+ Employees (Global)
865,Bharti Airtel,4.1,(10.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 570 more",28 years old,10k-50k Employees (India)
866,Tata Motors,4.2,(9.6k Reviews),Public,"Pune,Maharashtra + 401 more",78 years old,50k-1 Lakh Employees (India)
867,Flipkart,4.1,(8.3k Reviews),Public,"Bangalore,Karnataka + 481 more",16 years old,10k-50k Employees (India)
868,WNS,3.6,(8k Reviews),Private,"Mumbai,Maharashtra + 25 more",27 years old,10k-50k Employees (India)
869,Ernst & Young,3.7,(8k Reviews),Private,London + 80 more,21 years old,10k-50k Employees (India)
870,TCS,3.8,(59.5k Reviews),Public,"Mumbai,Maharashtra + 276 more",55 years old,1 Lakh+ Employees (India)
871,Accenture,4.1,(38.1k Reviews),Public,Dublin + 139 more,34 years old,1 Lakh+ Employees (India)
872,Cognizant,3.9,(34.7k Reviews),Private,Teaneck. New Jersey. + 109 more,29 years old,1 Lakh+ Employees (India)
873,ICICI Bank,4.0,(28.4k Reviews),Public,"Mumbai,Maharashtra + 1150 more",29 years old,1 Lakh+ Employees (India)
874,Wipro,3.9,(28.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 235 more",78 years old,1 Lakh+ Employees (India)
875,HDFC Bank,3.9,(27.6k Reviews),Public,"Mumbai,Maharashtra + 1380 more",29 years old,1 Lakh+ Employees (India)
876,Infosys,3.9,(25.9k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 132 more",42 years old,1 Lakh+ Employees (India)
877,Capgemini,3.9,(24.3k Reviews),Public,Paris + 81 more,56 years old,1 Lakh+ Employees (India)
878,Tech Mahindra,3.7,(22.7k Reviews),Public,"Pune,Maharashtra + 221 more",37 years old,1 Lakh+ Employees (India)
879,Genpact,4.0,(22k Reviews),Public,"New York,New York + 75 more",26 years old,1 Lakh+ Employees (India)
880,HCLTech,3.8,(21.5k Reviews),Public,"Noida,Uttar Pradesh + 147 more",32 years old,1 Lakh+ Employees (India)
881,Axis Bank,3.9,(18.6k Reviews),Public,"Mumbai,Maharashtra + 1194 more",30 years old,50k-1 Lakh Employees (India)
882,Concentrix Corpo...,4.0,(17.4k Reviews),Public,"Fremont,California + 77 more",40 years old,10k-50k Employees (India)
883,IBM,4.1,(17.3k Reviews),Public,"Armonk,New York + 127 more",112 years old,50k-1 Lakh Employees (India)
884,Reliance Jio,4.0,(16.8k Reviews),Public,"Navi Mumbai,Maharashtra + 1056 more",16 years old,50k-1 Lakh Employees (India)
885,Amazon,4.2,(16.6k Reviews),Public,"Seattle,Washington + 381 more",29 years old,1 Lakh+ Employees (India)
886,Larsen & Toubro ...,4.0,(16k Reviews),Public,"Mumbai,Maharashtra + 558 more",85 years old,1 Lakh+ Employees (India)
887,HDB Financial Se...,4.0,(15.1k Reviews),Private,"Ahmedabad,Gujrat + 859 more",16 years old,10k-50k Employees (India)
888,Reliance Retail,4.0,(14.1k Reviews),Private,"Navi Mumbai,Maharashtra + 830 more",17 years old,1 Lakh+ Employees (India)
889,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat + 589 more",5 years old,10k-50k Employees (India)
890,Teleperformance,3.6,(13.9k Reviews),Private,Paris + 127 more,45 years old,10k-50k Employees (India)
